Hit,Z-score,rmsd,lali,nres,%id,Description
3wgd-D,9.8,2.2,93,111,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
1faa-A,9.8,2.3,95,121,23,THIOREDOXIN F                                
3wgd-A,9.8,2.2,93,111,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
3wgd-E,9.8,2.2,93,111,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
3wgd-F,9.8,2.2,93,109,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
5nyl-B,9.8,2.8,99,112,18,THIOREDOXIN-LIKE PROTEIN 2.1                 
5ikn-L,9.8,2.3,94,105,18,DNA-DIRECTED DNA POLYMERASE                  
2in3-A,9.8,2.8,98,204,15,HYPOTHETICAL PROTEIN                         
4xvw-E,9.8,2.6,107,215,19,DSBA-LIKE PROTEIN                            
6lyw-B,9.8,2.5,99,118,20,"THIOREDOXIN-LIKE 2-1, CHLOROPLASTIC          "
5ayk-A,9.7,2.5,97,744,14,DNAJ HOMOLOG SUBFAMILY C MEMBER 10           
3ed3-A,9.7,2.3,98,267,13,PROTEIN DISULFIDE-ISOMERASE MPD1             
1zcp-B,9.7,2.3,93,106,16,THIOREDOXIN 1                                
1zcp-C,9.7,2.5,96,106,16,THIOREDOXIN 1                                
3apq-A,9.7,2.3,97,208,15,DNAJ HOMOLOG SUBFAMILY C MEMBER 10           
6eez-A,9.7,2.6,105,186,13,DSBA-LIKE DISULFIDE OXIDOREDUCTASE           
6eez-B,9.7,2.7,106,190,13,DSBA-LIKE DISULFIDE OXIDOREDUCTASE           
4cw9-A,9.7,2,89,102,24,THIOREDOXIN                                  
4f9z-E,9.7,2.8,95,219,12,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 27    
5idr-F,9.7,2.2,105,219,18,DSBA-LIKE PROTEIN                            
3wgd-C,9.7,2.4,95,112,15,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
3aps-A,9.7,2.2,94,114,16,DNAJ HOMOLOG SUBFAMILY C MEMBER 10           
3wgd-I,9.7,2.2,93,111,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
5nyk-A,9.7,3,100,118,18,THIOREDOXIN-LIKE PROTEIN 2.1                 
5nyn-A,9.7,3,100,119,18,THIOREDOXIN-LIKE PROTEIN 2.1                 
5nym-A,9.7,2.9,101,118,18,THIOREDOXIN-LIKE PROTEIN 2.1                 
4xvw-H,9.7,2.3,104,222,18,DSBA-LIKE PROTEIN                            
5ayl-A,9.7,2.4,96,743,15,DNAJ HOMOLOG SUBFAMILY C MEMBER 10           
3d22-A,9.6,2.4,97,129,22,THIOREDOXIN H-TYPE                           
2l6c-A,9.6,2.9,94,104,22,THIOREDOXIN                                  
4ruv-A,9.6,2.5,94,106,12,THIOREDOXIN                                  
3idv-A,9.6,2.3,96,235,20,PROTEIN DISULFIDE-ISOMERASE A4               
3ed3-B,9.6,2,94,266,13,PROTEIN DISULFIDE-ISOMERASE MPD1             
2mmn-A,9.6,2.5,94,103,13,THIOREDOXIN                                  
1mdj-A,9.6,2.4,96,105,18,THIOREDOXIN                                  
4f9z-D,9.6,2.9,95,219,12,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 27    
4f9z-B,9.6,2.9,95,219,12,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 27    
5idr-C,9.6,2.4,108,216,19,DSBA-LIKE PROTEIN                            
6i1c-C,9.6,2.3,93,107,22,THIOREDOXIN F2                               
3wgd-B,9.6,2.2,93,111,13,THIOREDOXIN DOMAIN-CONTAINING PROTEIN 5      
3aps-B,9.6,2.3,93,114,16,DNAJ HOMOLOG SUBFAMILY C MEMBER 10           
2hsy-A,9.6,2.5,95,104,21,THIOREDOXIN II                               
4yx8-A,9.6,2.1,104,175,17,DSBA-LIKE PROTEIN                            
2b5e-A,9.6,2.4,95,483,16,PROTEIN DISULFIDE-ISOMERASE                  
5idr-D,9.5,2.2,105,221,17,DSBA-LIKE PROTEIN                            
2lus-A,9.5,3,122,143,11,THIOREDOXION                                 
4f9z-A,9.5,2.9,95,219,12,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 27    
5xoc-B,9.5,2.3,94,133,18,MOTHERS AGAINST DECAPENTAPLEGIC HOMOLOG 3    
5dqy-A,9.5,2.9,95,105,20,THIOREDOXIN                                  
1cqh-A,9.5,2.7,95,105,18,THIOREDOXIN                                  
5idr-A,9.5,2.2,105,219,17,DSBA-LIKE PROTEIN                            
4gxz-C,9.5,2.6,107,174,17,SUPPRESSION OF COPPER SENSITIVITY PROTEIN    
4gxz-B,9.5,2.6,107,176,17,SUPPRESSION OF COPPER SENSITIVITY PROTEIN    
4xvw-Y,9.5,2.6,105,222,19,DSBA-LIKE PROTEIN                            
4nwy-B,9.5,2.7,97,118,9,PROTEIN DISULFIDE-ISOMERASE-LIKE PROTEIN OF T 
3o6t-C,9.5,2.5,97,108,19,THIOREDOXIN                                  
3o6t-A,9.5,2.5,96,108,18,THIOREDOXIN                                  
3d6i-A,9.4,2.3,93,110,19,MONOTHIOL GLUTAREDOXIN-3                     
2rli-A,9.4,3.1,127,170,21,"SCO2 PROTEIN HOMOLOG, MITOCHONDRIAL          "
3o6t-D,9.4,2.4,95,109,18,THIOREDOXIN                                  
2n5b-A,9.4,2.2,92,103,21,THIOREDOXIN-1                                
1mdk-A,9.4,2.6,96,105,19,THIOREDOXIN                                  
6eez-D,9.4,2.5,104,181,13,DSBA-LIKE DISULFIDE OXIDOREDUCTASE           
5idr-B,9.4,2.2,104,219,17,DSBA-LIKE PROTEIN                            
6mhh-A,9.4,2.3,105,211,17,METAL RESISTANCE PROTEIN                     
6nen-A,9.4,2.1,104,176,17,COPPER RESISTANCE PROTEIN                    
5cnw-A,9.4,2.5,94,229,16,FRNE PROTEIN                                 
3gyk-A,9.4,2.4,106,174,17,27KDA OUTER MEMBRANE PROTEIN                 
4gxz-D,9.4,2.6,105,170,17,SUPPRESSION OF COPPER SENSITIVITY PROTEIN    
4xvw-M,9.4,2.4,105,220,19,DSBA-LIKE PROTEIN                            
4xvw-D,9.4,2.5,106,222,19,DSBA-LIKE PROTEIN                            
5jwo-B,9.4,2.3,85,88,7,CIRCADIAN CLOCK PROTEIN KINASE KAIC          
3o6t-B,9.4,2.4,94,110,19,THIOREDOXIN                                  
4wxt-A,9.3,2.4,91,108,21,THIOREDOXIN                                  
6eez-C,9.3,2.8,104,181,13,DSBA-LIKE DISULFIDE OXIDOREDUCTASE           
1tof-A,9.3,2.5,98,112,21,THIOREDOXIN H                                
4xvw-U,9.3,2.6,106,222,19,DSBA-LIKE PROTEIN                            
5coh-A,9.3,2.8,96,231,16,FRNE PROTEIN                                 
2gt5-A,9.3,2.9,124,173,16,"SCO1 PROTEIN HOMOLOG, MITOCHONDRIAL          "
4gxz-A,9.3,2.6,107,178,17,SUPPRESSION OF COPPER SENSITIVITY PROTEIN    
3gyk-B,9.3,2.5,106,173,17,27KDA OUTER MEMBRANE PROTEIN                 
5nyo-B,9.3,2.7,100,119,16,THIOREDOXIN-LIKE PROTEIN 2.1                 
5hr1-G,9.2,2,75,76,19,THIOREDOXIN-1                                
1cqg-A,9.2,2.3,91,105,18,THIOREDOXIN                                  
3m9k-B,9.2,2.5,91,105,20,THIOREDOXIN                                  
3d6i-B,9.2,2.4,92,107,18,MONOTHIOL GLUTAREDOXIN-3                     
1mdi-A,9.2,2.6,95,105,17,THIOREDOXIN                                  
3trx-A,9.2,2.7,96,105,18,THIOREDOXIN                                  
5xf7-A,9.2,2.9,101,464,8,PROTEIN DISULFIDE-ISOMERASE-LIKE PROTEIN OF T 
1xfl-A,9.2,2.7,99,114,22,THIOREDOXIN H1                               
2lrc-A,9.2,2.8,95,108,23,PROBABLE THIOREDOXIN                         
6i1c-B,9.2,2.4,92,103,22,THIOREDOXIN F2                               
5crw-A,9.2,2.5,97,242,16,PROTEIN DISULFIDE-ISOMERASE                  
4xvw-T,9.2,2.4,106,221,19,DSBA-LIKE PROTEIN                            
4xvw-J,9.2,2.5,106,219,19,DSBA-LIKE PROTEIN                            
5xwm-C,9.2,2.4,93,348,18,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 44    
1on4-A,9.1,2.7,112,174,14,SCO1                                         
2diy-A,9.1,2.3,97,130,22,THIOREDOXIN-LIKE PROTEIN 2                   
4nwy-A,9.1,2.8,97,128,7,PROTEIN DISULFIDE-ISOMERASE-LIKE PROTEIN OF T 
1trw-A,9.1,2.6,96,105,18,THIOREDOXIN                                  
1trs-A,9.1,2.7,95,105,19,THIOREDOXIN                                  
1rqm-A,9.1,2.4,92,105,18,THIOREDOXIN                                  
1foh-D,9.1,3.3,124,654,12,PHENOL HYDROXYLASE                           
1pn0-C,9.1,3.3,124,656,11,PHENOL 2-MONOOXYGENASE                       
1pn0-A,9.1,3.3,124,652,11,PHENOL 2-MONOOXYGENASE                       
4xvw-R,9.1,2.4,106,218,19,DSBA-LIKE PROTEIN                            
4nwy-C,9.1,2.8,97,124,8,PROTEIN DISULFIDE-ISOMERASE-LIKE PROTEIN OF T 
6ts2-C,9.1,3.1,113,1113,12,UDP-GLUCOSE-GLYCOPROTEIN GLUCOSYLTRANSFERASE- 
5xwm-A,9.1,2.1,90,346,19,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 44    
1okd-A,9,3.5,121,147,15,TRYPAREDOXIN 1                               
3h79-A,9,2.3,95,115,13,THIOREDOXIN-LIKE PROTEIN                     
3die-B,9,2,75,106,17,THIOREDOXIN                                  
3die-A,9,1.8,75,106,20,THIOREDOXIN                                  
1tru-A,9,2.6,95,105,18,THIOREDOXIN                                  
1trv-A,9,2.6,96,105,18,THIOREDOXIN                                  
4trx-A,9,2.7,95,105,18,THIOREDOXIN                                  
1foh-C,9,3.3,124,656,12,PHENOL HYDROXYLASE                           
2l6d-A,9,2.3,92,104,21,THIOREDOXIN                                  
1pn0-D,9,3.3,124,656,11,PHENOL 2-MONOOXYGENASE                       
3emx-B,9,2.8,98,124,19,THIOREDOXIN                                  
5d93-D,9,2.2,94,235,17,SULFHYDRYL OXIDASE 1                         
3wt1-A,9,2.6,97,244,16,PROTEIN DISULFIDE-ISOMERASE                  
3gyk-C,9,2.5,105,173,18,27KDA OUTER MEMBRANE PROTEIN                 
3gyk-D,9,2.5,105,173,18,27KDA OUTER MEMBRANE PROTEIN                 
4xvw-V,9,2.7,106,221,19,DSBA-LIKE PROTEIN                            
4nwy-D,9,2.8,97,123,8,PROTEIN DISULFIDE-ISOMERASE-LIKE PROTEIN OF T 
5xwm-D,9,2.1,91,368,20,ENDOPLASMIC RETICULUM RESIDENT PROTEIN 44    
5jyv-B,9,2.4,88,106,6,TWO-COMPONENT SENSOR HISTIDINE KINASE        
5hqp-C,9,2.1,90,323,19,PEROXIREDOXIN-4                              
5vyo-D,9,3,108,188,13,THIOL:DISULFIDE INTERCHANGE PROTEIN          
2l57-A,8.9,3.2,97,126,19,UNCHARACTERIZED PROTEIN                      
3cxg-A,8.9,2.7,95,122,19,PUTATIVE THIOREDOXIN                         
3emx-A,8.9,2.7,98,124,18,THIOREDOXIN                                  
6gnd-H,8.9,1.7,79,82,11,THIOREDOXIN REDUCTASE                        
3gix-A,8.9,2.4,98,141,13,THIOREDOXIN-LIKE PROTEIN 4B                  
6mza-A,8.9,2.7,97,134,11,THIOREDOXIN                                  
2n5a-A,8.9,2.5,91,103,21,THIOREDOXIN-1                                
4ekz-A,8.9,2.5,97,469,20,PROTEIN DISULFIDE-ISOMERASE                  
4in0-A,8.9,2.4,98,141,13,THIOREDOXIN-LIKE PROTEIN 4B                  
3wt2-A,8.9,2.6,97,242,16,PROTEIN DISULFIDE-ISOMERASE                  
3wt1-C,8.9,2.6,97,242,16,PROTEIN DISULFIDE-ISOMERASE                  
3wt2-C,8.9,2.6,97,242,16,PROTEIN DISULFIDE-ISOMERASE                  
3wt1-B,8.9,2.6,97,242,16,PROTEIN DISULFIDE-ISOMERASE                  
5nyo-A,8.9,3.2,100,118,17,THIOREDOXIN-LIKE PROTEIN 2.1                 
1xbs-A,8.9,2.5,99,137,13,DIM1-LIKE PROTEIN                            
4xvw-X,8.9,2.7,107,222,19,DSBA-LIKE PROTEIN                            
6ts2-B,8.9,3.1,113,1120,12,UDP-GLUCOSE-GLYCOPROTEIN GLUCOSYLTRANSFERASE- 
