No,Hit,Z-score,rmsd,lali,nres,%id,Description,,,,,,
1711,6khx-A,6.5,2.9,102,210,20,PEROXIREDOXIN,,,,,,
1712,3zlp-e,6.5,2.8,99,162,14,THIOREDOXIN,PEROXIDASE,,,,,
1713,2h8l-B,6.5,2.9,85,230,6,PROTEIN,DISULFIDE-ISOMERASE,A3,,,,
1714,3p7x-C,6.5,2.9,96,163,11,PROBABLE,THIOL,PEROXIDASE,,,,
1715,3p7x-A,6.5,2.9,96,166,10,PROBABLE,THIOL,PEROXIDASE,,,,
1716,4v1a-g,6.5,1.8,75,148,9,MITORIBOSOMAL,PROTEIN,"ML37,",MRPL37,,,
1717,2bmx-C,6.5,2.9,98,169,14,ALKYL,HYDROPEROXIDASE,C,,,,
1718,3a5w-B,6.5,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1719,2oka-A,6.5,2.1,74,84,9,HYPOTHETICAL,PROTEIN,,,,,
1720,2ggt-B,6.5,3,95,163,15,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
1721,6feu-A,6.5,2.7,104,215,16,PEROXIREDOXIN,,,,,,
1722,6krm-E,6.5,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1723,2oka-B,6.5,2.1,74,84,9,HYPOTHETICAL,PROTEIN,,,,,
1724,6krk-D,6.5,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1725,6krm-D,6.5,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1726,6krm-B,6.5,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1727,6krm-F,6.5,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1728,6krs-B,6.5,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1729,2oka-D,6.5,2.1,74,84,9,HYPOTHETICAL,PROTEIN,,,,,
1730,6krs-J,6.5,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1731,2oka-C,6.5,2.1,74,84,9,HYPOTHETICAL,PROTEIN,,,,,
1732,1yzx-B,6.5,2.8,84,218,12,GLUTATHIONE,S-TRANSFERASE,KAPPA,1,,,
1733,1x0r-J,6.5,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1734,1x0r-E,6.5,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1735,4n30-A,6.4,2.8,92,182,16,PROTEIN,DISULFIDE,ISOMERASE,,,,
1736,3gmf-A,6.4,2.9,92,196,11,PROTEIN-DISULFIDE,ISOMERASE,,,,,
1737,1wmj-A,6.4,2.8,93,122,20,THIOREDOXIN,H-TYPE,,,,,
1738,3tb2-B,6.4,2.6,101,219,13,1-CYS,PEROXIREDOXIN,,,,,
1739,6khx-F,6.4,2.9,102,211,20,PEROXIREDOXIN,,,,,,
1740,3zlp-C,6.4,2.8,99,165,14,THIOREDOXIN,PEROXIDASE,,,,,
1741,3zlp-S,6.4,3,100,163,14,THIOREDOXIN,PEROXIDASE,,,,,
1742,5ijt-I,6.4,2.7,96,173,16,PEROXIREDOXIN-2,,,,,,
1743,1bjx-A,6.4,2.7,89,110,12,PROTEIN,DISULFIDE,ISOMERASE,,,,
1744,3ira-A,6.4,3.5,102,172,12,CONSERVED,PROTEIN,,,,,
1745,2bjx-A,6.4,2.7,89,110,12,PROTEIN,(PROTEIN,DISULFIDE,ISOMERASE),,,
1746,5hfi-A,6.4,2.4,82,202,12,UNCHARACTERIZED,"PROTEIN,",CYTOSOLIC,DISULFIDE,REDU,,
1747,2ggt-A,6.4,3.3,99,164,13,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
1748,3nzn-B,6.4,2.5,77,103,12,GLUTAREDOXIN,,,,,,
1749,5b6m-A,6.4,2.8,104,221,13,PEROXIREDOXIN-6,,,,,,
1750,3ph9-A,6.4,2.7,94,133,11,ANTERIOR,GRADIENT,PROTEIN,3,HOMOLOG,,
1751,2xpd-E,6.4,2.8,95,167,15,THIOL,PEROXIDASE,,,,,
1752,2yzh-C,6.4,2.6,93,170,15,PROBABLE,THIOL,PEROXIDASE,,,,
1753,2yzh-B,6.4,2.5,92,170,15,PROBABLE,THIOL,PEROXIDASE,,,,
1754,2jsz-A,6.4,3.1,103,167,13,PROBABLE,THIOL,PEROXIDASE,,,,
1755,2cvb-A,6.4,2.8,94,187,16,PROBABLE,THIOL-DISULFIDE,ISOMERASE/THIOREDOXIN,,,,
1756,3tb2-C,6.4,2.6,101,220,13,1-CYS,PEROXIREDOXIN,,,,,
1757,5b6m-F,6.4,2.8,104,223,13,PEROXIREDOXIN-6,,,,,,
1758,3a2v-D,6.4,2.5,103,240,18,PROBABLE,PEROXIREDOXIN,,,,,
1759,3wzt-C,6.4,2.4,87,142,5,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1760,5b6n-A,6.4,2.7,103,221,13,PEROXIREDOXIN-6,,,,,,
1761,6krp-I,6.4,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1762,2obk-B,6.4,2.2,74,85,11,SELT/SELW/SELH,SELENOPROTEIN,DOMAIN,,,,
1763,2p0g-A,6.4,2.1,72,78,10,SELENOPROTEIN,W-RELATED,PROTEIN,,,,
1764,1x0r-A,6.4,2.5,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1765,1x0r-G,6.4,2.5,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1766,1x0r-C,6.4,2.5,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1767,1j08-B,6.4,3.1,96,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
1768,6feu-J,6.4,2.7,104,215,16,PEROXIREDOXIN,,,,,,
1769,6gho-B,6.3,2.2,87,274,14,REGULATORY,PROTEIN,SPX,,,,
1770,2ywo-A,6.3,2.9,94,188,16,PROBABLE,THIOL-DISULFIDE,ISOMERASE/THIOREDOXIN,,,,
1771,3u5r-F,6.3,2.5,92,189,18,UNCHARACTERIZED,PROTEIN,,,,,
1772,5ept-C,6.3,2.7,98,172,13,PEROXIREDOXIN,TSA2,,,,,
1773,3u5r-G,6.3,2.5,92,189,18,UNCHARACTERIZED,PROTEIN,,,,,
1774,3zlp-E,6.3,3,99,162,14,THIOREDOXIN,PEROXIDASE,,,,,
1775,3zlp-d,6.3,3,101,166,13,THIOREDOXIN,PEROXIDASE,,,,,
1776,3zlp-Y,6.3,2.7,97,163,14,THIOREDOXIN,PEROXIDASE,,,,,
1777,2qgv-A,6.3,3,94,121,13,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1778,2xpd-C,6.3,2.7,93,170,15,THIOL,PEROXIDASE,,,,,
1779,2yzh-A,6.3,2.6,91,170,12,PROBABLE,THIOL,PEROXIDASE,,,,
1780,2xpd-F,6.3,2.7,92,165,15,THIOL,PEROXIDASE,,,,,
1781,3zlp-T,6.3,2.9,98,166,14,THIOREDOXIN,PEROXIDASE,,,,,
1782,2qgv-F,6.3,3.1,94,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1783,2qgv-I,6.3,3.1,94,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1784,4xvw-G,6.3,2.1,87,219,20,DSBA-LIKE,PROTEIN,,,,,
1785,2fa8-C,6.3,2.4,75,81,12,HYPOTHETICAL,PROTEIN,ATU0228,,,,
1786,2fa8-D,6.3,2.4,75,81,12,HYPOTHETICAL,PROTEIN,ATU0228,,,,
1787,2v32-D,6.3,2.8,101,219,13,PEROXIREDOXIN,6,,,,,
1788,2v2g-D,6.3,2.8,101,219,13,PEROXIREDOXIN,6,,,,,
1789,3a2v-G,6.3,2.5,103,243,18,PROBABLE,PEROXIREDOXIN,,,,,
1790,4npb-B,6.3,2.7,85,215,16,PROTEIN,DISULFIDE,ISOMERASE,II,,,
1791,5b6n-F,6.3,2.8,104,223,13,PEROXIREDOXIN-6,,,,,,
1792,3a2v-E,6.3,2.6,103,242,18,PROBABLE,PEROXIREDOXIN,,,,,
1793,3a2x-I,6.3,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1794,3a2v-H,6.3,2.6,103,242,18,PROBABLE,PEROXIREDOXIN,,,,,
1795,3a2v-B,6.3,2.6,103,242,18,PROBABLE,PEROXIREDOXIN,,,,,
1796,6krk-I,6.3,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1797,2ojl-B,6.3,2.1,72,77,8,HYPOTHETICAL,PROTEIN,,,,,
1798,1x0r-I,6.3,2.5,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1799,1x0r-B,6.3,2.5,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1800,1j08-A,6.3,3.2,95,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
1801,1j08-H,6.3,3.1,96,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
1802,2nvl-F,6.3,2.6,103,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1803,2zct-H,6.3,2.9,101,235,19,PROBABLE,PEROXIREDOXIN,,,,,
1804,2nvl-G,6.3,2.6,103,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1805,1j08-F,6.3,3.2,96,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
1806,2zct-A,6.3,2.6,102,236,18,PROBABLE,PEROXIREDOXIN,,,,,
1807,1j08-D,6.3,3.1,96,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
1808,1j08-G,6.3,3.1,96,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
1809,2zct-C,6.3,2.6,103,237,17,PROBABLE,PEROXIREDOXIN,,,,,
1810,2nvl-D,6.3,2.6,103,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1811,2m72-A,6.2,3.1,96,153,18,UNCHARACTERIZED,THIOREDOXIN-LIKE,PROTEIN,,,,
1812,5xbs-A,6.2,2.5,103,246,18,PEROXIREDOXIN,,,,,,
1813,2v32-A,6.2,2.8,101,220,13,PEROXIREDOXIN,6,,,,,
1814,4hde-A,6.2,3,97,168,14,SCO1/SENC,FAMILY,LIPOPROTEIN,,,,
1815,5ept-G,6.2,2.7,96,175,11,PEROXIREDOXIN,TSA2,,,,,
1816,3zlp-H,6.2,3.1,102,165,13,THIOREDOXIN,PEROXIDASE,,,,,
1817,4tr3-A,6.2,2.6,93,188,17,TYPE,III,IODOTHYRONINE,DEIODINASE,,,
1818,5jwq-D,6.2,2.6,84,89,6,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
1819,2ywi-A,6.2,2.6,93,190,18,HYPOTHETICAL,CONSERVED,PROTEIN,,,,
1820,2qgv-B,6.2,3.1,94,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1821,2qgv-D,6.2,3.1,93,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1822,2v41-B,6.2,2.9,102,220,13,PEROXIREDOXIN,6,,,,,
1823,2v41-H,6.2,2.9,102,220,13,PEROXIREDOXIN,6,,,,,
1824,2qgv-G,6.2,3.1,93,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1825,2v32-C,6.2,2.8,101,220,13,PEROXIREDOXIN,6,,,,,
1826,2qgv-J,6.2,3.2,95,121,13,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1827,2qgv-E,6.2,3.1,93,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1828,2qgv-C,6.2,3.1,93,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1829,2v41-F,6.2,2.9,102,220,13,PEROXIREDOXIN,6,,,,,
1830,2v32-B,6.2,2.9,102,218,13,PEROXIREDOXIN,6,,,,,
1831,2v41-E,6.2,2.8,101,220,13,PEROXIREDOXIN,6,,,,,
1832,5xbs-B,6.2,2.5,103,240,18,PEROXIREDOXIN,,,,,,
1833,2v41-G,6.2,2.8,103,220,13,PEROXIREDOXIN,6,,,,,
1834,2v41-A,6.2,2.8,101,220,13,PEROXIREDOXIN,6,,,,,
1835,2v2g-C,6.2,2.8,101,220,13,PEROXIREDOXIN,6,,,,,
1836,2gqm-A,6.2,3.1,98,173,15,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
1837,2gt6-A,6.2,3.1,98,173,14,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
1838,2ywi-B,6.2,2.6,93,189,18,HYPOTHETICAL,CONSERVED,PROTEIN,,,,
1839,3a2x-H,6.2,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1840,3a2x-G,6.2,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1841,3a2x-E,6.2,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1842,3a2w-G,6.2,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1843,5h29-A,6.2,2.9,85,208,16,THIOREDOXIN,REDUCTASE/GLUTATHIONE-RELATED,PROTEIN,,,,
1844,2v2g-B,6.2,2.8,101,218,13,PEROXIREDOXIN,6,,,,,
1845,3a2x-B,6.2,2.6,103,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1846,5lnk-e,6.2,2.3,77,84,13,MITOCHONDRIAL,COMPLEX,"I,",51,KDA,SUBUNIT,
1847,6il7-A,6.2,2.9,85,208,16,THIOREDOXIN,REDUCTASE/GLUTATHIONE-RELATED,PROTEIN,,,,
1848,3a2v-I,6.2,2.6,103,242,18,PROBABLE,PEROXIREDOXIN,,,,,
1849,2k6v-A,6.2,3.1,94,172,16,PUTATIVE,CYTOCHROME,C,OXIDASE,ASSEMBLY,PROTEIN,
1850,3a2v-F,6.2,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1851,3a2x-D,6.2,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1852,6krq-B,6.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1853,6krr-B,6.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1854,6krk-B,6.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1855,6krr-A,6.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1856,4l0w-A,6.2,3.1,97,173,20,THIOREDOXIN,PEROXIDASE,1,,,,
1857,3dex-A,6.2,2.4,74,79,5,SAV_2001,,,,,,
1858,6krq-J,6.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1859,6krm-J,6.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1860,6krr-C,6.2,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1861,3dex-H,6.2,2.4,74,83,7,SAV_2001,,,,,,
1862,3dex-E,6.2,2.4,74,79,5,SAV_2001,,,,,,
1863,2cv4-G,6.2,2.6,104,242,17,PEROXIREDOXIN,,,,,,
1864,2cv4-B,6.2,2.6,104,241,17,PEROXIREDOXIN,,,,,,
1865,2e2g-G,6.2,2.9,101,238,20,PROBABLE,PEROXIREDOXIN,,,,,
1866,2cv4-I,6.2,2.6,104,241,17,PEROXIREDOXIN,,,,,,
1867,2nvl-C,6.2,2.7,104,240,17,PROBABLE,PEROXIREDOXIN,,,,,
1868,2e2g-I,6.2,2.6,102,238,19,PROBABLE,PEROXIREDOXIN,,,,,
1869,2zct-I,6.2,2.6,102,235,18,PROBABLE,PEROXIREDOXIN,,,,,
1870,2nvl-A,6.2,2.6,103,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1871,2zct-F,6.2,2.6,102,237,18,PROBABLE,PEROXIREDOXIN,,,,,
1872,2nvl-J,6.2,2.6,103,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1873,2zct-D,6.2,2.6,102,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1874,2nvl-B,6.2,2.6,103,240,17,PROBABLE,PEROXIREDOXIN,,,,,
1875,2ju5-A,6.1,3.2,97,144,20,THIOREDOXIN,DISULFIDE,ISOMERASE,,,,
1876,2fa8-B,6.1,2.2,74,87,12,HYPOTHETICAL,PROTEIN,ATU0228,,,,
1877,2jzs-A,6.1,2.7,90,144,20,PEPTIDE,METHIONINE,SULFOXIDE,REDUCTASE,MSRA/MSRB,,
1878,3zlp-N,6.1,3,100,164,13,THIOREDOXIN,PEROXIDASE,,,,,
1879,3wzt-B,6.1,2.5,87,156,6,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1880,3zlp-g,6.1,3,103,165,15,THIOREDOXIN,PEROXIDASE,,,,,
1881,5d96-D,6.1,2.9,96,234,18,SULFHYDRYL,OXIDASE,1,,,,
1882,5j9b-B,6.1,2.9,93,168,12,PEROXIREDOXIN,ASP,F3,,,,
1883,3f4t-A,6.1,2.8,95,200,8,PUTATIVE,UNCHARACTERIZED,PROTEIN,,,,
1884,2bmx-B,6.1,3.1,99,178,14,ALKYL,HYDROPEROXIDASE,C,,,,
1885,4tr4-A,6.1,2.6,93,188,17,TYPE,III,IODOTHYRONINE,DEIODINASE,,,
1886,3zre-A,6.1,2.7,90,165,17,THIOL,PEROXIDASE,,,,,
1887,2yjh-A,6.1,2.8,92,165,15,THIOL,PEROXIDASE,,,,,
1888,2lqq-A,6.1,2.8,76,88,17,PUTATIVE,GLUTAREDOXIN,RV3198.1/MT3292,,,,
1889,3f4s-A,6.1,3.1,95,199,7,PUTATIVE,UNCHARACTERIZED,PROTEIN,,,,
1890,3wzt-A,6.1,2.5,87,155,6,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1891,5g1l-A,6.1,3,91,228,13,THIOL,DISULFIDE,INTERCHANGE,PROTEIN,DSBG,,
1892,5g1k-A,6.1,3,90,228,13,THIOL,DISULFIDE,INTERCHANGE,PROTEIN,DSBG,,
1893,3wzt-D,6.1,2.5,87,154,5,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1894,2fa8-A,6.1,2.2,74,86,12,HYPOTHETICAL,PROTEIN,ATU0228,,,,
1895,1s3a-A,6.1,2.6,76,85,17,NADH-UBIQUINONE,OXIDOREDUCTASE,B8,SUBUNIT,,,
1896,6trf-A,6.1,2.5,92,1319,7,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1897,3a2w-I,6.1,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1898,4npb-A,6.1,2.6,86,215,16,PROTEIN,DISULFIDE,ISOMERASE,II,,,
1899,3a2w-A,6.1,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1900,6krs-E,6.1,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1901,6krq-D,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1902,6krs-I,6.1,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1903,6krq-H,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1904,6krp-J,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1905,6krk-A,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1906,6krk-F,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1907,6krq-A,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1908,6krm-I,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1909,6krq-I,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1910,6krp-H,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1911,6krk-E,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1912,6krq-F,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1913,6krq-C,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1914,6krr-D,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1915,6krs-A,6.1,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1916,6krq-E,6.1,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1917,3dex-B,6.1,2.4,73,80,7,SAV_2001,,,,,,
1918,3dex-F,6.1,2.5,74,79,5,SAV_2001,,,,,,
1919,3dex-D,6.1,2.2,73,81,5,SAV_2001,,,,,,
1920,3dex-G,6.1,2.4,73,77,5,SAV_2001,,,,,,
1921,2cv4-D,6.1,2.6,104,242,17,PEROXIREDOXIN,,,,,,
1922,2e2g-J,6.1,2.7,103,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1923,2cv4-F,6.1,2.6,104,240,17,PEROXIREDOXIN,,,,,,
1924,2e2m-B,6.1,2.6,102,237,18,PROBABLE,PEROXIREDOXIN,,,,,
1925,2cv4-E,6.1,2.6,104,240,17,PEROXIREDOXIN,,,,,,
1926,2e2g-E,6.1,2.7,103,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1927,2e2g-C,6.1,2.6,103,239,18,PROBABLE,PEROXIREDOXIN,,,,,
1928,2cv4-J,6.1,2.6,104,240,17,PEROXIREDOXIN,,,,,,
1929,2e2g-B,6.1,2.6,103,239,18,PROBABLE,PEROXIREDOXIN,,,,,
1930,2cv4-C,6.1,2.6,104,241,17,PEROXIREDOXIN,,,,,,
1931,4hs1-A,6,2.7,72,84,15,GLUTAREDOXIN,"NRDH,",PUTATIVE,,,,
1932,2imd-A,6,2.5,79,203,18,2-HYDROXYCHROMENE-2-CARBOXYLATE,ISOMERASE,,,,,
1933,3zlp-b,6,3.1,101,165,13,THIOREDOXIN,PEROXIDASE,,,,,
1934,3zlp-X,6,2.8,97,164,13,THIOREDOXIN,PEROXIDASE,,,,,
1935,3zlp-B,6,2.8,97,165,14,THIOREDOXIN,PEROXIDASE,,,,,
1936,3zlp-D,6,2.8,97,164,13,THIOREDOXIN,PEROXIDASE,,,,,
1937,4pom-C,6,2.8,81,107,15,THIOREDOXIN,,,,,,
1938,3zlp-K,6,3.1,101,161,14,THIOREDOXIN,PEROXIDASE,,,,,
1939,4pom-D,6,2.8,79,107,18,THIOREDOXIN,,,,,,
1940,4pok-C,6,2.9,80,106,16,THIOREDOXIN,,,,,,
1941,2h01-A,6,3.1,95,174,16,2-CYS,PEROXIREDOXIN,,,,,
1942,3a5w-G,6,2.6,103,242,18,PROBABLE,PEROXIREDOXIN,,,,,
1943,5y7o-B,6,2.8,86,913,13,UGGT,,,,,,
1944,2gqk-A,6,3.2,97,173,14,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
1945,2mbt-A,6,3.2,88,190,17,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
1946,3gv1-A,6,2.6,82,140,17,DISULFIDE,INTERCHANGE,PROTEIN,,,,
1947,3f4r-A,6,2.8,95,199,8,PUTATIVE,UNCHARACTERIZED,PROTEIN,,,,
1948,2qgv-H,6,3.2,94,121,12,HYDROGENASE-1,OPERON,PROTEIN,HYAE,,,
1949,2gql-A,6,3.1,98,173,13,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
1950,5xbs-C,6,2.5,99,241,19,PEROXIREDOXIN,,,,,,
1951,4k8m-A,6,2.7,72,84,15,GLUTAREDOXIN-LIKE,PROTEIN,NRDH,,,,
1952,3gv1-B,6,2.8,84,139,18,DISULFIDE,INTERCHANGE,PROTEIN,,,,
1953,6krq-G,6,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1954,6krs-C,6,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1955,6krs-H,6,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1956,6krm-G,6,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1957,6krp-A,6,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1958,6krs-D,6,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1959,6krp-B,6,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1960,2h0h-A,6,3,91,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
1961,2h0i-A,6,3,90,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
1962,2h0g-A,6,3,91,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
1963,2e2m-C,6,2.7,103,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1964,2e2m-D,6,2.6,102,233,18,PROBABLE,PEROXIREDOXIN,,,,,
1965,2e2m-F,6,2.7,102,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1966,2e2g-F,6,2.7,103,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1967,2e2g-D,6,2.9,101,238,20,PROBABLE,PEROXIREDOXIN,,,,,
1968,2nvl-I,6,2.6,104,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1969,2e2m-E,6,2.6,102,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1970,4pok-D,6,2.8,79,106,18,THIOREDOXIN,,,,,,
1971,2h0h-B,5.9,3,91,230,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
1972,5ept-J,5.9,3,98,175,12,PEROXIREDOXIN,TSA2,,,,,
1973,3zlp-L,5.9,3,99,164,13,THIOREDOXIN,PEROXIDASE,,,,,
1974,1zof-B,5.9,2.9,96,175,15,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
1975,3zlp-O,5.9,3.1,98,163,13,THIOREDOXIN,PEROXIDASE,,,,,
1976,3zlp-F,5.9,3,99,165,14,THIOREDOXIN,PEROXIDASE,,,,,
1977,4pol-D,5.9,2.9,80,106,16,THIOREDOXIN,,,,,,
1978,4pol-C,5.9,2.9,80,106,16,THIOREDOXIN,,,,,,
1979,3a5w-A,5.9,2.6,103,241,18,PROBABLE,PEROXIREDOXIN,,,,,
1980,3grx-A,5.9,2.8,77,82,12,GLUTAREDOXIN,3,,,,,
1981,2wfc-A,5.9,3.1,97,159,11,PEROXIREDOXIN,5,,,,,
1982,4f82-A,5.9,2.9,94,171,10,THIOREDOXIN,REDUCTASE,,,,,
1983,5g1l-B,5.9,3,91,228,13,THIOL,DISULFIDE,INTERCHANGE,PROTEIN,DSBG,,
1984,1eej-A,5.9,2.7,86,216,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
1985,2bmx-A,5.9,2.8,97,169,14,ALKYL,HYDROPEROXIDASE,C,,,,
1986,3gv1-C,5.9,2.5,82,140,16,DISULFIDE,INTERCHANGE,PROTEIN,,,,
1987,3a5w-C,5.9,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1988,1zof-H,5.9,2.9,98,175,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
1989,6gcs-f,5.9,2.1,71,80,7,75-KDA,PROTEIN,(NUAM),,,,
1990,1v58-B,5.9,3,91,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
1991,1jzo-A,5.9,2.7,86,215,13,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
1992,1v57-A,5.9,3,91,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
1993,1v58-A,5.9,3,91,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
1994,6rfr-f,5.9,2.1,71,80,7,SUBUNIT,NUAM,OF,NADHUBIQUINONE,OXIDOREDUCTASE,(C,
1995,1g0t-A,5.9,2.7,86,215,13,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
1996,1zof-D,5.9,2.9,98,175,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
1997,1zof-J,5.9,2.9,98,175,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
1998,1zof-F,5.9,3.1,98,175,13,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
1999,2e2m-A,5.9,2.7,102,236,18,PROBABLE,PEROXIREDOXIN,,,,,
